12.000000,-Inf
13.000000,-Inf
14.000000,-0.000000
21.000000,-0.000000
22.000000,-1.000117
23.000000,-0.500024
26.000000,-384.654399
27.000000,-384.654399
29.000000,-0.000000
69.000000,-1.000015
77.000000,-0.000000
83.000000,-0.666673
225.000000,-2.000233
228.000000,-0.000000
252.000000,-0.000000
275.000000,-0.000000
309.000000,-1.000033
316.000000,-0.000000
361.000000,-Inf
375.000000,-0.000000
414.000000,-2.000200
420.000000,-0.000000
427.000000,-0.000000
433.000000,-1.000117
441.000000,-0.500024
464.000000,-Inf
470.000000,-Inf
477.000000,-Inf
507.000000,-Inf
515.000000,Inf
527.000000,-0.000000
547.000000,-0.500024
568.000000,-0.333342
587.000000,-0.000000
597.000000,-0.000000
601.000000,-0.000000
641.000000,-1.000117
661.000000,-Inf
671.000000,-0.000000
719.000000,-384.654399
768.000000,-Inf
817.000000,-769.295817
821.000000,-0.333342
868.000000,-0.000000
873.000000,-0.333342
881.000000,-0.000000
912.000000,-0.000000
921.000000,-0.333342
929.000000,-0.000000
950.000000,-0.666673
972.000000,-Inf
985.000000,-1.000033
986.000000,-Inf
996.000000,-Inf
1014.000000,-0.000000
1043.000000,-721238735993703850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
1053.000000,-0.000000
1077.000000,-0.000000
1093.000000,-0.000000
1101.000000,-0.000000
1154.000000,-0.333342
1196.000000,1.000033
1199.000000,-1.000117
1392.000000,-3.000317
1400.000000,-4.000433
1432.000000,-0.000000
1439.000000,-Inf
1497.000000,Inf
1617.000000,2.000200
1619.000000,-97534519371366251000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
1630.000000,-0.000000
1798.000000,-0.000000
1854.000000,-0.000000
1858.000000,-1.000117
1889.000000,-0.000000
1941.000000,-721238735993702290000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
1986.000000,-0.000000
2043.000000,-Inf
2155.000000,-384.654399
2163.000000,-2.000200
2195.000000,-0.333342
2243.000000,-Inf
2248.000000,-Inf
2350.000000,-0.000000
2555.000000,-1.000117
2559.000000,-0.000000
2591.000000,-0.500024
2675.000000,Inf
2690.000000,0.666673
2751.000000,-0.666673
2891.000000,-0.333342
2939.000000,-Inf
2948.000000,-0.000000
2977.000000,-Inf
3008.000000,-0.000000
3051.000000,-Inf
3066.000000,-1.000117
3115.000000,-0.000000
3142.000000,-0.000000
3157.000000,-0.000000
3207.000000,-2.000233
3616.000000,-Inf
3666.000000,-0.500024
3795.000000,-Inf
3797.000000,-Inf
3805.000000,-0.000000
3837.000000,-0.000000
3991.000000,-1.000015
4064.000000,-0.000000
4086.000000,-0.000000
4116.000000,-1.000033
4118.000000,0.500024
4137.000000,Inf
4243.000000,-0.000000
4287.000000,-0.000000
4440.000000,-721238735993703850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
4580.000000,-1.500057
4647.000000,-0.000000
4750.000000,-0.000000
4820.000000,-0.500024
4879.000000,-0.000000
4922.000000,-1.000117
4961.000000,-0.000000
4997.000000,-1.500057
5040.000000,-1.000015
5068.000000,-24383837103317341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
5101.000000,-Inf
5104.000000,Inf
5170.000000,-721238735993703850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
5225.000000,0.666673
5458.000000,-0.500024
5475.000000,-Inf
5555.000000,-0.500024
5719.000000,-3.000317
5730.000000,-384.654399
5749.000000,1.000033
5759.000000,-0.000000
5829.000000,-1.500057
5972.000000,-0.000000
6192.000000,-721238735993702290000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
6456.000000,-0.000000
6598.000000,-Inf
6828.000000,-0.000000
7031.000000,-0.000000
7468.000000,-0.500024
7475.000000,-0.666673
7516.000000,Inf
7573.000000,-Inf
7592.000000,-0.000000
7836.000000,-0.000000
7838.000000,-Inf
7992.000000,-0.000000
8016.000000,-0.000000
8167.000000,-0.000000
8258.000000,-0.000000
8425.000000,-0.000000
8528.000000,-0.000000
8599.000000,-769.308799
8659.000000,-1.000033
8755.000000,-0.000000
8777.000000,-1.000117
8913.000000,-24383837103317341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
9003.000000,-Inf
9051.000000,-Inf
9240.000000,-0.333342
9312.000000,-769.295817
9376.000000,-0.000000
9379.000000,-0.000000
9382.000000,-0.000000
9434.000000,-Inf
9470.000000,-721238735993703850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
9593.000000,-0.000000
9659.000000,-0.333342
9773.000000,-0.000000
9849.000000,-0.333342
9869.000000,-Inf
9903.000000,-2.000200
10083.000000,-0.000000
10130.000000,-Inf
10279.000000,-0.000000
10313.000000,Inf
10373.000000,-0.500024
10486.000000,-0.500024
10559.000000,-0.666673
10681.000000,-0.000000
10822.000000,-Inf
10847.000000,-Inf
10875.000000,-1.000117
10998.000000,-0.000000
11003.000000,-0.000000
11052.000000,-0.000000
11053.000000,-0.000000
11072.000000,-0.000000
11119.000000,-Inf
11124.000000,-24383837103317341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
11137.000000,-0.000000
11182.000000,-0.000000
11249.000000,-0.000000
11284.000000,-0.000000
11327.000000,-Inf
11406.000000,-1.000033
11433.000000,-Inf
11485.000000,3.000317
11561.000000,-721238735993703850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
11809.000000,-48767674206634377000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
11844.000000,-48767674206634377000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
12057.000000,-0.000000
12068.000000,-0.000000
12205.000000,-Inf
12226.000000,-0.000000
12239.000000,-0.000000
12252.000000,-0.000000
12303.000000,-0.000000
12448.000000,-0.000000
12451.000000,-0.666673
12496.000000,-1153.950216
12693.000000,-721238735993702290000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
12733.000000,-0.500024
12788.000000,-3.000317
12827.000000,-24383837103317341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
12972.000000,-0.333342
13072.000000,-0.333342
13099.000000,-0.000000
13214.000000,-0.000000
13225.000000,-0.000000
13246.000000,-1.500057
13263.000000,-0.000000
13317.000000,-0.000000
13338.000000,-Inf
13437.000000,-0.000000
13567.000000,-384.654399
13662.000000,-0.000000
13704.000000,-0.500024
13834.000000,-0.000000
13945.000000,-0.000000
14040.000000,-0.000000
14077.000000,-0.000000
14121.000000,-384.654399
14140.000000,-0.666673
14242.000000,-0.333342
14505.000000,-1538.604615
14574.000000,-0.000000
14728.000000,-Inf
14838.000000,-0.000000
14901.000000,-1.000033
14942.000000,-2.000200
15086.000000,-0.000000
15106.000000,-Inf
15152.000000,-0.000000
15218.000000,-0.000000
15293.000000,-Inf
15314.000000,-0.000000
15336.000000,-0.000000
15679.000000,0.333342
15750.000000,-0.000000
15766.000000,-0.000000
15774.000000,-0.500024
15812.000000,-0.000000
15837.000000,-0.500024
15860.000000,-0.500024
15895.000000,-0.333342
15956.000000,-24383837103317341000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
16031.000000,-0.333342
16718.000000,-Inf
16783.000000,-0.666673
16875.000000,-0.000000
17121.000000,-1.000117
17189.000000,-Inf
17196.000000,-Inf
17213.000000,-0.000000
17232.000000,-1538.604615
17350.000000,-1153.963198
17511.000000,-1.500057
17706.000000,-0.000000
17780.000000,-0.000000
